epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
26;0.32902753417906555;0.95652175;0.9110722066604421;0.9264705882352942;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9110722066604421;0.9264705882352942;0.2773404639700185;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
27;0.3621539408745973;0.95652175;0.9141018907563027;0.9289215686274509;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9141018907563027;0.9289215686274509;0.2700728126194166;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
28;0.36150946954022284;0.95652175;0.9141018907563027;0.9289215686274509;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9141018907563027;0.9289215686274509;0.26438823536686273;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
29;0.37116532481235004;0.95652175;0.9183517156862746;0.9338235294117646;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9183517156862746;0.9338235294117646;0.2601963003044543;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
30;0.2878067065840182;0.95652175;0.9222455648926238;0.9362745098039216;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9222455648926238;0.9362745098039216;0.2548862080211225;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
31;0.35284646438515704;0.95652175;0.9222455648926238;0.9362745098039216;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9222455648926238;0.9362745098039216;0.24763404221638388;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
32;0.28574339138424915;0.95652175;0.9275971424408924;0.9411764705882353;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9275971424408924;0.9411764705882353;0.24092406358407892;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
33;0.25194528504558233;0.95652175;0.9275971424408924;0.9411764705882353;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9275971424408924;0.9411764705882353;0.23587541087813998;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
34;0.33597842765891034;0.95652175;0.9305939749905269;0.9485294117647058;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9305939749905269;0.9485294117647058;0.23046591359636057;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
35;0.2939482201700625;0.95652175;0.9317331375521031;0.9509803921568627;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9317331375521031;0.9509803921568627;0.2253529649713765;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
36;0.33967930855958356;0.95652175;0.9317331375521031;0.9509803921568627;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9317331375521031;0.9509803921568627;0.21970198109098102;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
37;0.32058387508858804;0.95652175;0.9329551621218289;0.9534313725490196;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9329551621218289;0.9534313725490196;0.21516932903424554;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
38;0.33183386014855426;0.95652175;0.9329551621218289;0.9534313725490196;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9329551621218289;0.9534313725490196;0.210164412856102;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
39;0.3164753197975781;0.95652175;0.9342694342694343;0.9558823529411764;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9342694342694343;0.9558823529411764;0.20664466658364172;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
40;0.22740474343299866;0.95652175;0.9342694342694343;0.9558823529411764;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9342694342694343;0.9558823529411764;0.2025493056229923;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
41;0.25808061076247174;0.95652175;0.9372199328449328;0.9607843137254901;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9372199328449328;0.9607843137254901;0.19708952987971512;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
42;0.2121523315815822;0.95652175;0.9372199328449328;0.9607843137254901;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9372199328449328;0.9607843137254901;0.19209763051375098;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
43;0.23484484786572662;0.95652175;0.9372199328449328;0.9607843137254901;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9372199328449328;0.9607843137254901;0.18712532390718875;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
44;0.23790885443272797;0.95652175;0.9372199328449328;0.9607843137254901;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9372199328449328;0.9607843137254901;0.18274038706136786;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
45;0.24924996236096258;0.95652175;0.9372199328449328;0.9607843137254901;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9372199328449328;0.9607843137254901;0.18060792140338733;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
46;0.32427688785221265;0.95652175;0.938883580187928;0.963235294117647;0.8333333333333334;0.9444444;1.0;1.0;0.8333333;0.95652175;0.938883580187928;0.963235294117647;0.17783452343681586;0.8333333333333334;0.9444444;1.0;1.0;0.8333333
47;0.228169825737891;0.95652175;0.9440728353771831;0.9656862745098038;0.8461538461538461;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9440728353771831;0.9656862745098038;0.17316633236149084;0.8461538461538461;0.9444444;1.0;1.0;0.8333333
48;0.35798380685889203;0.95652175;0.9580505279034692;0.9803921568627451;0.8461538461538461;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9580505279034692;0.9803921568627451;0.16629546913115875;0.8461538461538461;0.9444444;1.0;1.0;0.8333333
49;0.25490918431593024;0.95652175;0.97140522875817;0.9852941176470588;0.9166666666666666;0.9444444;1.0;1.0;0.8333333;0.95652175;0.97140522875817;0.9852941176470588;0.16402232290610022;0.9166666666666666;0.9444444;1.0;1.0;0.8333333
50;0.21888090378564337;0.95652175;0.97140522875817;0.9852941176470588;0.9166666666666666;0.9444444;1.0;1.0;0.8333333;0.95652175;0.97140522875817;0.9852941176470588;0.16438193457282108;0.9166666666666666;0.9444444;1.0;1.0;0.8333333
51;0.1907362303008204;0.95652175;0.9633928571428573;0.9779411764705883;0.9166666666666666;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9633928571428573;0.9779411764705883;0.16444334614536035;0.9166666666666666;0.9444444;1.0;1.0;0.8333333
52;0.2793387799807217;0.95652175;0.9684454191033139;0.982843137254902;0.9166666666666666;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9684454191033139;0.982843137254902;0.15931003864692606;0.9166666666666666;0.9444444;1.0;1.0;0.8333333
53;0.2822657953137937;0.95652175;0.9747242647058824;0.9877450980392156;0.9166666666666666;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9747242647058824;0.9877450980392156;0.1574999427665835;0.9166666666666666;0.9444444;1.0;1.0;0.8333333
54;0.17541644463072653;0.95652175;0.9747242647058824;0.9877450980392156;0.9166666666666666;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9747242647058824;0.9877450980392156;0.1450532276345336;0.9166666666666666;0.9444444;1.0;1.0;0.8333333
55;0.18728003003027127;0.95652175;0.9933226495726496;0.9975490196078431;0.9230769230769231;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9933226495726496;0.9975490196078431;0.13877368815567181;0.9230769230769231;0.9444444;1.0;1.0;0.8333333
56;0.22105346944021143;0.95652175;0.9933226495726496;0.9975490196078431;0.9230769230769231;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9933226495726496;0.9975490196078431;0.12911879643797874;0.9230769230769231;0.9444444;1.0;1.0;0.8333333
57;0.1734350122835325;0.95652175;0.9933226495726496;0.9975490196078431;0.9230769230769231;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9933226495726496;0.9975490196078431;0.12094432957794356;0.9230769230769231;0.9444444;1.0;1.0;0.8333333
58;0.20601738341476605;0.95652175;0.9933226495726496;0.9975490196078431;0.9230769230769231;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9933226495726496;0.9975490196078431;0.1260124069193135;0.9230769230769231;0.9444444;1.0;1.0;0.8333333
59;0.15448194806990417;0.95652175;0.9876373626373628;0.9950980392156863;0.9166666666666666;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9876373626373628;0.9950980392156863;0.13463080366668495;0.9166666666666666;0.9444444;1.0;1.0;0.8333333
60;0.15973265047954477;0.95652175;0.9876373626373628;0.9950980392156863;0.9166666666666666;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9876373626373628;0.9950980392156863;0.14426793158054352;0.9166666666666666;0.9444444;1.0;1.0;0.8333333
61;0.3631487398043923;0.95652175;0.9876373626373628;0.9950980392156863;0.9166666666666666;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9876373626373628;0.9950980392156863;0.14377838162624318;0.9166666666666666;0.9444444;1.0;1.0;0.8333333
62;0.30405650579411053;0.95652175;0.9933226495726496;0.9975490196078431;0.9230769230769231;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9933226495726496;0.9975490196078431;0.1311371742707232;0.9230769230769231;0.9444444;1.0;1.0;0.8333333
63;0.1392800131731707;0.95652175;0.9933226495726496;0.9975490196078431;0.9230769230769231;0.9444444;1.0;1.0;0.8333333;0.95652175;0.9933226495726496;0.9975490196078431;0.11779479731036269;0.9230769230769231;0.9444444;1.0;1.0;0.8333333
64;0.22134385031202566;0.95652175;1.0;1.0;1.0;0.9444444;1.0;1.0;0.8333333;0.95652175;1.0;1.0;0.10357943501161493;1.0;0.9444444;1.0;1.0;0.8333333
65;0.220761529777361;0.95652175;1.0;1.0;1.0;0.9444444;1.0;1.0;0.8333333;0.95652175;1.0;1.0;0.10060136587075565;1.0;0.9444444;1.0;1.0;0.8333333
66;0.22200003331122192;0.95652175;1.0;1.0;1.0;0.9444444;1.0;1.0;0.8333333;0.95652175;1.0;1.0;0.09872033268861148;1.0;0.9444444;1.0;1.0;0.8333333
67;0.15740604504295017;0.95652175;1.0;1.0;1.0;0.9444444;1.0;1.0;0.8333333;0.95652175;1.0;1.0;0.09702726874662482;1.0;0.9444444;1.0;1.0;0.8333333
68;0.21335307071390358;0.95652175;1.0;1.0;1.0;0.9444444;1.0;1.0;0.8333333;0.95652175;1.0;1.0;0.09640483250436575;1.0;0.9444444;1.0;1.0;0.8333333
69;0.28750650066396466;0.95652175;1.0;1.0;1.0;0.9444444;1.0;1.0;0.8333333;0.95652175;1.0;1.0;0.09775271363880324;1.0;0.9444444;1.0;1.0;0.8333333
70;0.21520428748234458;0.95652175;1.0;1.0;1.0;0.9444444;1.0;1.0;0.8333333;0.95652175;1.0;1.0;0.09887971356511116;1.0;0.9444444;1.0;1.0;0.8333333
71;0.2113265097141266;0.95652175;1.0;1.0;1.0;0.9444444;1.0;1.0;0.8333333;0.95652175;1.0;1.0;0.09317971976554912;1.0;0.9444444;1.0;1.0;0.8333333
72;0.18835490391306256;0.95652175;1.0;1.0;1.0;0.9444444;1.0;1.0;0.8333333;0.95652175;1.0;1.0;0.09051232671608096;1.0;0.9444444;1.0;1.0;0.8333333
73;0.1554392537345057;0.95652175;1.0;1.0;1.0;0.9444444;1.0;1.0;0.8333333;0.95652175;1.0;1.0;0.08682567286102669;1.0;0.9444444;1.0;1.0;0.8333333
74;0.16150779439055402;0.95652175;1.0;1.0;1.0;0.9444444;1.0;1.0;0.8333333;0.95652175;1.0;1.0;0.07646006394339644;1.0;0.9444444;1.0;1.0;0.8333333
75;0.24954983073732126;0.9782609;1.0;1.0;1.0;0.9714286;1.0;1.0;0.9166667;0.9782609;1.0;1.0;0.07061488521487816;1.0;0.9714286;1.0;1.0;0.9166667
76;0.19722855026307312;0.9782609;1.0;1.0;1.0;0.9714286;1.0;1.0;0.9166667;0.9782609;1.0;1.0;0.07357899277754452;1.0;0.9714286;1.0;1.0;0.9166667
77;0.22208167183334412;0.9782609;1.0;1.0;1.0;0.9714286;1.0;1.0;0.9166667;0.9782609;1.0;1.0;0.07417245095838672;1.0;0.9714286;1.0;1.0;0.9166667
78;0.1737224913161734;0.9782609;1.0;1.0;1.0;0.9714286;1.0;1.0;0.9166667;0.9782609;1.0;1.0;0.06899329226302064;1.0;0.9714286;1.0;1.0;0.9166667
79;0.1491169255712758;0.9782609;1.0;1.0;1.0;0.9714286;1.0;1.0;0.9166667;0.9782609;1.0;1.0;0.06701254439742668;1.0;0.9714286;1.0;1.0;0.9166667
80;0.1202781164775724;0.9782609;1.0;1.0;1.0;0.9714286;1.0;1.0;0.9166667;0.9782609;1.0;1.0;0.06530170320816663;1.0;0.9714286;1.0;1.0;0.9166667
81;0.10961779190794281;0.9782609;1.0;1.0;1.0;0.9714286;1.0;1.0;0.9166667;0.9782609;1.0;1.0;0.061765315901973976;1.0;0.9714286;1.0;1.0;0.9166667
82;0.18794251816428226;0.9782609;1.0;1.0;1.0;0.9714286;1.0;1.0;0.9166667;0.9782609;1.0;1.0;0.05717894856048667;1.0;0.9714286;1.0;1.0;0.9166667
83;0.14713382494190466;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.05236569848721442;1.0;1.0;1.0;1.0;1.0
84;0.10431017435115317;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.047817245854631714;1.0;1.0;1.0;1.0;1.0
85;0.10172600687845894;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.044225783694697464;1.0;1.0;1.0;1.0;1.0
86;0.18356540993503903;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.04126553715247175;1.0;1.0;1.0;1.0;1.0
87;0.15137144712650258;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.038596542633098106;1.0;1.0;1.0;1.0;1.0
88;0.11672977471481198;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.03717821382957956;1.0;1.0;1.0;1.0;1.0
89;0.17579313270423724;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.035677922484667404;1.0;1.0;1.0;1.0;1.0
90;0.11561047642127327;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.03561423257317232;1.0;1.0;1.0;1.0;1.0
91;0.13089284883893054;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.036125171524674995;1.0;1.0;1.0;1.0;1.0
92;0.13434300587876982;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.03626391809919606;1.0;1.0;1.0;1.0;1.0
93;0.2168920309809239;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.03829514826445476;1.0;1.0;1.0;1.0;1.0
94;0.09621976591322733;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.03968946862479915;1.0;1.0;1.0;1.0;1.0
95;0.09355001556484596;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.03641917742788792;1.0;1.0;1.0;1.0;1.0
96;0.17077513978533124;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.034002391864424164;1.0;1.0;1.0;1.0;1.0
97;0.1185886237932288;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.03246662109766318;1.0;1.0;1.0;1.0;1.0
98;0.12192423803650815;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.029950945273689602;1.0;1.0;1.0;1.0;1.0
99;0.08861952922914339;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.02734297287204991;1.0;1.0;1.0;1.0;1.0
0;0.6675814156946929;0.76086956;0.5302425224868423;0.6642156862745099;0.4166666666666667;0.8108108;0.5555556;0.88235295;0.41666666;0.76086956;0.5302425224868423;0.6642156862745099;0.6382631866828256;0.4166666666666667;0.8108108;0.5555556;0.88235295;0.41666666
1;0.6361768038376517;0.7826087;0.5660811806355954;0.7034313725490196;0.5384615384615384;0.78571427;0.75;0.9705882;0.25;0.7826087;0.5660811806355954;0.7034313725490196;0.6108579143233921;0.5384615384615384;0.78571427;0.75;0.9705882;0.25
2;0.6380489805470342;0.8043478;0.5892884055599573;0.7426470588235293;0.5714285714285714;0.7906977;1.0;1.0;0.25;0.8043478;0.5892884055599573;0.7426470588235293;0.5858023581297501;0.5714285714285714;0.7906977;1.0;1.0;0.25
0;0.745525036169135;0.45652175;0.5851329965171645;0.7254901960784313;0.5;1.0;0.3243243;0.2647059;1.0;0.45652175;0.5851329965171645;0.7254901960784313;0.7067230188328287;0.5;1.0;0.3243243;0.2647059;1.0
1;0.6930559795835743;0.5652174;0.6338362079138744;0.7426470588235294;0.5;0.85;0.34615386;0.5;0.75;0.5652174;0.6338362079138744;0.7426470588235294;0.6807514662327974;0.5;0.85;0.34615386;0.5;0.75
2;0.6895483498987944;0.7173913;0.7027527280462528;0.7916666666666666;0.5833333333333334;0.83870965;0.46666667;0.7647059;0.5833333;0.7173913;0.7027527280462528;0.7916666666666666;0.6592582619708517;0.5833333333333334;0.83870965;0.46666667;0.7647059;0.5833333
3;0.6723692650380342;0.84782606;0.7296800909463426;0.8088235294117647;0.5833333333333334;0.8292683;1.0;1.0;0.41666666;0.84782606;0.7296800909463426;0.8088235294117647;0.6396597649740137;0.5833333333333334;0.8292683;1.0;1.0;0.41666666
4;0.6421311549518419;0.82608694;0.7402617197163767;0.8137254901960784;0.5833333333333334;0.8095238;1.0;1.0;0.33333334;0.82608694;0.7402617197163767;0.8137254901960784;0.6230894249418507;0.5833333333333334;0.8095238;1.0;1.0;0.33333334
5;0.63932473504025;0.82608694;0.7453947490131702;0.8284313725490197;0.6666666666666666;0.8095238;1.0;1.0;0.33333334;0.82608694;0.7453947490131702;0.8284313725490197;0.6058954389198966;0.6666666666666666;0.8095238;1.0;1.0;0.33333334
6;0.6285400805266007;0.76086956;0.7485384625735504;0.8259803921568628;0.6666666666666666;0.75555557;1.0;1.0;0.083333336;0.76086956;0.7485384625735504;0.8259803921568628;0.5903862066890883;0.6666666666666666;0.75555557;1.0;1.0;0.083333336
7;0.5927371019902437;0.73913044;0.7478271161481946;0.8235294117647058;0.6666666666666666;0.73913044;nan;1.0;0.0;0.73913044;0.7478271161481946;0.8235294117647058;0.5750760332397793;0.6666666666666666;0.73913044;nan;1.0;0.0
8;0.58495090837064;0.73913044;0.7281508134167646;0.8161764705882353;0.6666666666666666;0.73913044;nan;1.0;0.0;0.73913044;0.7281508134167646;0.8161764705882353;0.5603137819663339;0.6666666666666666;0.73913044;nan;1.0;0.0
9;0.5694222333638564;0.73913044;0.7186525566255086;0.8137254901960784;0.6666666666666666;0.73913044;nan;1.0;0.0;0.73913044;0.7186525566255086;0.8137254901960784;0.5458103133284528;0.6666666666666666;0.73913044;nan;1.0;0.0
10;0.5682318456794905;0.73913044;0.7037220179563797;0.803921568627451;0.6153846153846154;0.73913044;nan;1.0;0.0;0.73913044;0.7037220179563797;0.803921568627451;0.5304926296939021;0.6153846153846154;0.73913044;nan;1.0;0.0
11;0.5609051429707071;0.73913044;0.7089457991528001;0.8088235294117647;0.6153846153846154;0.73913044;nan;1.0;0.0;0.73913044;0.7089457991528001;0.8088235294117647;0.5157258640164915;0.6153846153846154;0.73913044;nan;1.0;0.0
12;0.5573996175890383;0.73913044;0.7255407162640521;0.8186274509803921;0.6666666666666666;0.73913044;nan;1.0;0.0;0.73913044;0.7255407162640521;0.8186274509803921;0.5030914467314015;0.6666666666666666;0.73913044;nan;1.0;0.0
13;0.5354181942732438;0.76086956;0.7114319496632477;0.821078431372549;0.6666666666666666;0.75555557;1.0;1.0;0.083333336;0.76086956;0.7114319496632477;0.821078431372549;0.4945536670477494;0.6666666666666666;0.75555557;1.0;1.0;0.083333336
14;0.5534055168214052;0.7826087;0.730255668215227;0.8308823529411764;0.6666666666666666;0.77272725;1.0;1.0;0.16666667;0.7826087;0.730255668215227;0.8308823529411764;0.48244609780933545;0.6666666666666666;0.77272725;1.0;1.0;0.16666667
15;0.5014345905055171;0.8043478;0.7779371533967123;0.8504901960784313;0.75;0.7906977;1.0;1.0;0.25;0.8043478;0.7779371533967123;0.8504901960784313;0.46588948239450867;0.75;0.7906977;1.0;1.0;0.25
16;0.4862471870754076;0.82608694;0.8156572730102143;0.8627450980392157;0.75;0.8095238;1.0;1.0;0.33333334;0.82608694;0.8156572730102143;0.8627450980392157;0.45314257041267725;0.75;0.8095238;1.0;1.0;0.33333334
